20220916 18:32:22,140	c_0_1582_20220916_18_32_22,140.bmp	-1,056110E-4	1,167002E-2	6,245971E-3	1,349272E-2	-9,331032E-3	-1,056144E-2	1,398148E+0	1,396136E+0
20220916 18:32:28,140	c_0_1583_20220916_18_32_28,140.bmp	4,984003E-3	1,676266E-2	2,427377E-3	7,112750E-3	-1,696338E-2	2,187256E-3	1,385405E+0	1,383347E+0
20220916 18:32:34,155	c_0_1584_20220916_18_32_34,155.bmp	3,170448E-2	1,421634E-2	7,518835E-3	1,094073E-2	-4,242803E-3	-1,566092E-2	1,387954E+0	1,385905E+0
20220916 18:32:40,156	c_0_1585_20220916_18_32_40,156.bmp	6,096976E-2	3,586004E-2	1,006456E-2	1,094073E-2	-6,786918E-3	-8,011703E-3	1,387954E+0	1,385905E+0
20220916 18:32:46,156	c_0_1586_20220916_18_32_46,156.bmp	9,659705E-2	5,750374E-2	3,700242E-3	7,112750E-3	-6,786918E-3	2,187256E-3	1,382857E+0	1,383347E+0
20220916 18:32:52,157	c_0_1587_20220916_18_32_52,157.bmp	1,258623E-1	7,278165E-2	6,245971E-3	1,094073E-2	-9,331032E-3	-1,566092E-2	1,390502E+0	1,393578E+0
20220916 18:32:58,158	c_0_1588_20220916_18_32_58,158.bmp	1,398588E-1	9,442535E-2	6,245971E-3	1,349272E-2	-6,786918E-3	-1,311118E-2	1,387954E+0	1,396136E+0
20220916 18:33:04,160	c_0_1589_20220916_18_33_04,160.bmp	1,487656E-1	1,122496E-1	1,006456E-2	1,349272E-2	-1,696338E-2	-1,821066E-2	1,398148E+0	1,396136E+0
20220916 18:33:10,162	c_0_1590_20220916_18_33_10,162.bmp	1,525828E-1	1,313470E-1	1,006456E-2	1,094073E-2	-6,786918E-3	-2,912223E-3	1,395599E+0	1,388463E+0
20220916 18:33:16,164	c_0_1591_20220916_18_33_16,164.bmp	1,716689E-1	1,542638E-1	4,973106E-3	1,094073E-2	-9,331032E-3	-5,461963E-3	1,390502E+0	1,393578E+0
20220916 18:33:22,168	c_0_1592_20220916_18_33_22,168.bmp	1,793033E-1	1,746344E-1	2,427377E-3	1,094073E-2	3,389540E-3	-8,011703E-3	1,390502E+0	1,388463E+0
20220916 18:33:28,168	c_0_1593_20220916_18_33_28,168.bmp	1,920273E-1	1,950049E-1	8,791700E-3	1,094073E-2	-1,441926E-2	-2,840962E-2	1,395599E+0	1,388463E+0
20220916 18:33:34,172	c_0_1594_20220916_18_33_34,172.bmp	2,136582E-1	2,141023E-1	7,518835E-3	1,221673E-2	-1,696338E-2	-2,912223E-3	1,390502E+0	1,385905E+0
20220916 18:33:40,172	c_0_1595_20220916_18_33_40,172.bmp	2,352890E-1	2,344728E-1	2,427377E-3	1,094073E-2	-9,331032E-3	-1,566092E-2	1,387954E+0	1,393578E+0
20220916 18:33:46,176	c_0_1596_20220916_18_33_46,176.bmp	2,531027E-1	2,561165E-1	7,518835E-3	9,664739E-3	-4,242803E-3	-1,566092E-2	1,387954E+0	1,393578E+0
20220916 18:33:52,183	c_0_1597_20220916_18_33_52,183.bmp	2,683715E-1	2,701213E-1	8,791700E-3	1,094073E-2	-2,459572E-2	-3,624835E-4	1,398148E+0	1,388463E+0
20220916 18:33:58,183	c_0_1598_20220916_18_33_58,183.bmp	2,887300E-1	2,904918E-1	1,006456E-2	1,349272E-2	-1,187515E-2	-5,461963E-3	1,395599E+0	1,396136E+0
20220916 18:34:04,187	c_0_1599_20220916_18_34_04,187.bmp	3,065436E-1	3,146818E-1	4,973106E-3	1,094073E-2	-4,242803E-3	-8,011703E-3	1,387954E+0	1,380789E+0
20220916 18:34:10,191	c_0_1600_20220916_18_34_10,191.bmp	3,256297E-1	3,363255E-1	7,518835E-3	7,112750E-3	-1,698689E-3	-2,912223E-3	1,382857E+0	1,383347E+0
20220916 18:34:16,191	c_0_1601_20220916_18_34_16,191.bmp	3,370813E-1	3,528766E-1	7,518835E-3	1,349272E-2	8,454256E-4	-1,311118E-2	1,395599E+0	1,396136E+0
20220916 18:34:22,192	c_0_1602_20220916_18_34_22,192.bmp	3,574398E-1	3,783398E-1	3,700242E-3	7,112750E-3	1,356600E-2	-5,461963E-3	1,382857E+0	1,388463E+0
20220916 18:34:28,196	c_0_1603_20220916_18_34_28,196.bmp	3,739810E-1	3,974372E-1	3,700242E-3	8,388745E-3	-1,698689E-3	-5,461963E-3	1,382857E+0	1,388463E+0
20220916 18:34:34,202	c_0_1604_20220916_18_34_34,202.bmp	3,879775E-1	4,139882E-1	6,245971E-3	9,664739E-3	-9,331032E-3	-8,011703E-3	1,387954E+0	1,385905E+0
