1	0.002
2	0.002
3	0.002
4	0.002
5	0.002
6	0.002
7	0.002
8	0.002
9	0.002
10	0.002
11	0.002
12	0.002
13	0.002
14	0.002
15	0.002
16	0.0025
17	0.003
18	0.003
19	0.004
20	0.005
21	0.005
22	0.005
23	0.005
24	0.007
25	0.007
26	0.007
27	0.0075
28	0.0075
29	0.008
30	0.0085
31	0.009
32	0.009
33	0.009
34	0.0095
35	0.0095
36	0.0098
37	0.01
38	0.01
39	0.01
40	0.01
41	0.0101
42	0.0104
43	0.0105
44	0.011
45	11.056
46	0.0111
47	0.0111
48	0.0111
49	0.01115
50	0.0112
51	0.0115
52	0.0115
53	0.0115
54	0.0116
55	0.0117
56	0.0118
57	0.012
58	0.014
59	0.0142
60	0.0146
61	0.018
62	0.019
63	0.022
64	0.022
65	0.0225
66	0.0227
67	0.023
68	0.024
69	0.0245
70	0.0245
71	0.0245
72	0.025
73	0.0255
74	0.026
75	0.027
76	0.02705
77	0.0271
78	0.0275
79	0.0278
80	0.0279
81	0.028
82	0.0283
83	0.0284
84	0.02845
85	0.0285
86	0.029
87	0.0295
88	0.03
89	0.03
90	0.03
91	0.031
92	0.03
93	0.031
94	0.0315
95	0.032
96	0.032
97	0.032
98	0.032
99	0.032
100	0.032
101	0.032
102	0.0325
103	0.033
104	0.034
105	0.034
106	0.034
107	0.034
108	0.0345
109	0.035
110	0.035
111	0.035
112	0.035
113	0.036
114	0.036
115	0.0365
116	0.037
117	0.039
118	0.039
119	0.039
120	0.04
121	0.04
122	0.041
123	0.041
124	0.042
125	0.042
126	0.043
127	0.044
128	0.045
129	0.045
130	0.045
131	0.046
132	0.047
133	0.048
134	0.05
135	0.05
136	0.0505
137	0.0506
138	0.051
139	0.051
140	0.052
141	0.052
142	0.053
143	0.053
144	0.053
145	0.053
146	0.053
147	0.053
148	0.053
149	0.053
150	0.053
151	0.053
152	0.053
153	0.053
154	0.053
155	0.053
156	0.053
157	0.053
158	0.053
159	0.053
160	0.054
161	0.055
162	0.055
163	0.055
164	0.055
165	0.055
166	0.055
167	0.055
168	0.055
169	0.055
170	0.055
171	0.056
172	0.056
173	0.056
174	0.056
175	0.056
176	0.056
177	0.056
178	0.056
179	0.056
180	0.056
181	0.056
182	0.057
183	0.057
184	0.058
185	0.058
186	0.059
187	0.06
188	0.072
189	0.0725
190	0.0725
191	0.0725
192	0.0725
193	0.0725
194	0.0725
195	0.0725
196	0.0727
197	0.0727
198	0.0727
199	0.0727
200	0.0727
201	0.0727
202	0.0727
203	0.0727
204	0.0727
205	0.0727
206	0.0727
207	0.0727
208	0.073
209	0.073
210	0.073
211	0.073
212	0.074
213	0.075
214	0.075
215	0.075
216	0.075
217	0.075
218	0.075
219	0.075
220	0.075
221	0.075
222	0.075
223	0.075
224	0.08
225	0.081
226	0.081
227	0.081
228	0.081
229	0.081
230	0.081
231	0.081
232	0.081
233	0.081
234	0.081
235	0.081
236	0.081
237	0.081
238	0.081
239	0.081
240	0.081
241	0.081
242	0.081
243	0.081
244	0.081
245	0.081
246	0.081
247	0.081
248	0.081
249	0.081
250	0.081
251	0.081
252	0.081
253	0.081
254	0.081
255	0.081
256	0.081
257	0.081
258	0.081
259	0.081
260	0.081
261	0.081
262	0.081
263	0.081
264	0.081
265	0.081
266	0.081
267	0.081
268	0.082
269	0.0825
270	0.083
271	0.0835
272	0.0836
273	0.084
274	0.085
275	0.097
276	0.0975
277	0.098
278	0.098
279	0.098
280	0.098
281	0.098
282	0.098
283	0.098
284	0.098
285	0.098
286	0.098
287	0.098
288	0.098
289	0.098
290	0.098
291	0.098
292	0.098
293	0.098
294	0.098
295	0.098
296	0.098
297	0.098
298	0.098
299	0.098
300	0.098
301	0.098
302	0.098
303	0.098
304	0.098
305	0.098
306	0.098
307	0.098
308	0.098
309	0.098
310	0.098
311	0.098
312	0.098
313	0.098
314	0.099
315	0.099
316	0.099
317	0.099
318	0.099
319	0.099
320	0.099
321	0.099
322	0.099
323	0.099
324	0.0995
325	0.0995
326	0.0995
327	0.0995
328	0.0995
329	0.0995
330	0.0995
331	0.0995
332	0.0995
333	0.0995
334	0.0995
335	0.1
336	0.1
337	0.1
338	0.1
339	0.1
340	0.1
341	0.1
342	0.1
343	0.1
344	0.1
345	0.1
346	0.1
347	0.1
348	0.1
349	0.101
350	0.101
351	0.101
352	0.101
353	0.101
354	0.101
355	0.101
356	0.101
357	0.101
358	0.101
359	0.101
360	0.102
361	0.103
362	0.103
363	0.104
364	0.105
365	0.105
366	0.1055
367	0.106
368	0.106
369	0.106
370	0.106
371	0.106
372	0.106
373	0.106
374	0.106
375	0.107
376	0.117
377	0.119
378	0.122
379	0.123
380	0.124
381	0.125
382	0.125
383	0.125
384	0.125
385	0.125
386	0.125
	
	
	
	
