0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0.0003
9	0.0003
10	0.0004
11	0.0005
12	0.0005
13	0.0006
14	0.0007
15	0.0007
16	0.0008
17	0.0008
18	0.0009
19	0.0009
20	0.0009
21	0.001
22	0.0014
23	0.0014
24	0.0015
25	0.0017
26	0.0018
27	0.002
28	0.0021
29	0.0022
30	0.0024
31	0.0024
32	0.0025
33	0.003
34	0.0031
35	0.0033
36	0.0039
37	0.0041
38	0.0049
39	0.005
40	0.0052
41	0.006
42	0.0064
43	0.007
44	0.0072
45	0.0081
46	0.009
47	0.0099
48	0.0105
49	0.0111
50	0.012
51	0.0123
52	0.0135
53	0.0151
54	0.016
55	0.0164
56	0.017
57	0.0175
58	0.018
59	0.0182
60	0.0189
61	0.019
62	0.0192
63	0.0195
64	0.02
65	0.0205
66	0.021
67	0.0213
68	0.0215
69	0.022
70	0.0228
71	0.023
72	0.0236
73	0.024
74	0.025
75	0.0254
76	0.026
77	0.026
78	0.0265
79	0.027
80	0.0274
81	0.028
82	0.0283
83	0.0286
84	0.029
85	0.0295
86	0.0298
87	0.0302
88	0.0307
89	0.0318
90	0.0322
91	0.0325
92	0.0331
93	0.0331
94	0.0333
95	0.0334
96	0.0334
97	0.0335
98	0.0336
99	0.0338
100	0.0338
101	0.0339
102	0.034
103	0.0342
104	0.0342
105	0.0348
106	0.0349
107	0.035
108	0.035
109	0.0351
110	0.0353
111	0.036
112	0.0372
113	0.038
114	0.0381
115	0.039
116	0.0402
117	0.0415
118	0.0422
119	0.0433
120	0.0438
121	0.044
122	0.0441
123	0.0442
124	0.0442
125	0.0449
126	0.045
127	0.045
128	0.0451
129	0.0451
130	0.0452
131	0.0454
132	0.0454
133	0.047
134	0.048
135	0.0485
136	0.0487
137	0.0493
138	0.0501
139	0.0504
140	0.0508
141	0.0511
142	0.0513
143	0.0514
144	0.0518
145	0.0522
146	0.0525
147	0.0529
148	0.053
149	0.0532
150	0.0534
151	0.0538
152	0.054
153	0.0544
154	0.0547
155	0.055
156	0.055
157	0.0554
158	0.0557
159	0.056
160	0.0562
161	0.0568
162	0.057
163	0.057
164	0.0567
165	0.057
166	0.0572
167	0.0575
168	0.0583
169	0.0583
170	0.059
171	0.06
172	0.06
173	0.061
174	0.0625
175	0.0633
176	0.0638
177	0.064
178	0.064
179	0.0642
180	0.0645
181	0.0645
182	0.0648
183	0.065
184	0.0655
185	0.066
186	0.066
187	0.0662
188	0.0663
189	0.0663
190	0.0665
191	0.067
192	0.0673
193	0.0675
194	0.068
195	0.0682
196	0.0684
197	0.0685
198	0.0688
199	0.069
200	0.0695
201	0.07
202	0.0704
203	0.0708
204	0.0712
205	0.0715
206	0.0724
207	0.0725
208	0.0726
209	0.0728
210	0.0728
211	0.0729
212	0.0731
213	0.0735
214	0.0735
215	0.0736
216	0.0737
217	0.074
218	0.0745
219	0.0747
220	0.075
221	0.0755
222	0.077
223	0.08
224	0.0815
225	0.082
226	0.0825
227	0.0828
228	0.083
229	0.083
230	0.0835
231	0.0839
232	0.084
233	0.0842
234	0.0845
235	0.0847
236	0.085
237	0.085
238	0.0855
239	0.086
240	0.0865
241	0.087
242	0.087
243	0.0872
244	0.0874
