20220916 11:06:30,698	c_0_000_20220916_11_06_30,698.bmp	5,203074E-1	1,415322E-1	4,973106E-3	1,094073E-2	8,454256E-4	7,286736E-3	1,385405E+0	1,385905E+0
20220916 11:06:36,699	c_0_001_20220916_11_06_36,699.bmp	5,775656E-1	1,542638E-1	1,006456E-2	1,349272E-2	-1,187515E-2	-1,311118E-2	1,398148E+0	1,396136E+0
20220916 11:06:42,702	c_0_002_20220916_11_06_42,702.bmp	6,335513E-1	1,771807E-1	6,245971E-3	1,094073E-2	-4,242803E-3	-1,056144E-2	1,387954E+0	1,388463E+0
20220916 11:06:48,707	c_0_003_20220916_11_06_48,707.bmp	6,819027E-1	1,962781E-1	8,791700E-3	1,221673E-2	-6,786918E-3	1,238622E-2	1,390502E+0	1,396136E+0
20220916 11:06:54,707	c_0_004_20220916_11_06_54,707.bmp	7,277092E-1	2,204681E-1	3,700242E-3	1,094073E-2	-6,786918E-3	-1,056144E-2	1,382857E+0	1,388463E+0
20220916 11:07:00,711	c_0_005_20220916_11_07_00,711.bmp	7,493400E-1	2,344728E-1	8,791700E-3	1,094073E-2	-6,786918E-3	-3,624835E-4	1,398148E+0	1,385905E+0
20220916 11:07:06,715	c_0_006_20220916_11_07_06,715.bmp	7,646089E-1	2,561165E-1	7,518835E-3	1,094073E-2	-1,696338E-2	-8,011703E-3	1,387954E+0	1,388463E+0
20220916 11:07:12,716	c_0_007_20220916_11_07_12,716.bmp	7,696985E-1	2,790334E-1	3,700242E-3	8,388745E-3	-4,242803E-3	2,187256E-3	1,382857E+0	1,383347E+0
20220916 11:07:18,717	c_0_008_20220916_11_07_18,717.bmp	7,722433E-1	2,968576E-1	7,518835E-3	1,094073E-2	3,389540E-3	-5,461963E-3	1,390502E+0	1,388463E+0
20220916 11:07:24,721	c_0_009_20220916_11_07_24,721.bmp	7,722433E-1	3,172282E-1	8,791700E-3	9,664739E-3	-1,187515E-2	-8,011703E-3	1,387954E+0	1,385905E+0
20220916 11:07:30,722	c_0_010_20220916_11_07_30,722.bmp	7,735157E-1	3,375987E-1	6,245971E-3	1,094073E-2	-4,242803E-3	-8,011703E-3	1,390502E+0	1,388463E+0
20220916 11:07:36,722	c_0_011_20220916_11_07_36,722.bmp	7,735157E-1	3,528766E-1	1,006456E-2	1,349272E-2	-9,331032E-3	-3,624835E-4	1,398148E+0	1,388463E+0
20220916 11:07:42,728	c_0_012_20220916_11_07_42,728.bmp	7,760605E-1	3,796130E-1	7,518835E-3	7,112750E-3	-9,331032E-3	2,187256E-3	1,382857E+0	1,383347E+0
20220916 11:07:48,730	c_0_013_20220916_11_07_48,730.bmp	7,786053E-1	3,961640E-1	3,700242E-3	9,664739E-3	-9,331032E-3	-2,912223E-3	1,387954E+0	1,388463E+0
20220916 11:07:54,730	c_0_014_20220916_11_07_54,730.bmp	7,836949E-1	4,165346E-1	6,245971E-3	1,094073E-2	-1,187515E-2	-1,311118E-2	1,387954E+0	1,388463E+0
20220916 11:08:00,732	c_0_015_20220916_11_08_00,732.bmp	7,747881E-1	4,369051E-1	7,518835E-3	7,112750E-3	8,454256E-4	-8,011703E-3	1,387954E+0	1,383347E+0
20220916 11:08:06,732	c_0_016_20220916_11_08_06,732.bmp	7,696985E-1	4,547293E-1	7,518835E-3	1,349272E-2	-1,696338E-2	-1,566092E-2	1,398148E+0	1,393578E+0
20220916 11:08:12,735	c_0_017_20220916_11_08_12,735.bmp	7,544297E-1	4,738267E-1	8,791700E-3	1,476871E-2	-1,950749E-2	-8,011703E-3	1,395599E+0	1,385905E+0
20220916 11:08:18,738	c_0_018_20220916_11_08_18,738.bmp	7,480676E-1	4,954704E-1	6,245971E-3	1,094073E-2	-3,731629E-2	-3,624835E-4	1,390502E+0	1,388463E+0
20220916 11:08:24,738	c_0_019_20220916_11_08_24,738.bmp	7,238920E-1	5,171141E-1	6,245971E-3	1,094073E-2	1,356600E-2	-1,311118E-2	1,387954E+0	1,388463E+0
20220916 11:08:30,739	c_0_020_20220916_11_08_30,739.bmp	6,882647E-1	5,374847E-1	4,973106E-3	1,349272E-2	-1,441926E-2	-1,566092E-2	1,390502E+0	1,396136E+0
20220916 11:08:36,742	c_0_021_20220916_11_08_36,742.bmp	6,806303E-1	5,578552E-1	6,245971E-3	1,349272E-2	-1,698689E-3	-1,056144E-2	1,390502E+0	1,393578E+0
20220916 11:08:42,743	c_0_022_20220916_11_08_42,743.bmp	6,768130E-1	5,731331E-1	1,006456E-2	9,664739E-3	-1,187515E-2	-1,311118E-2	1,395599E+0	1,388463E+0
20220916 11:08:48,750	c_0_023_20220916_11_08_48,750.bmp	6,844475E-1	5,998694E-1	3,700242E-3	7,112750E-3	5,933654E-3	-3,624835E-4	1,385405E+0	1,385905E+0
20220916 11:08:54,752	c_0_024_20220916_11_08_54,752.bmp	6,882647E-1	6,164205E-1	7,518835E-3	1,094073E-2	-1,698689E-3	-3,095936E-2	1,387954E+0	1,385905E+0
20220916 11:09:00,754	c_0_025_20220916_11_09_00,754.bmp	6,920819E-1	6,329716E-1	1,006456E-2	1,349272E-2	-1,187515E-2	-8,011703E-3	1,398148E+0	1,393578E+0
20220916 11:09:06,757	c_0_026_20220916_11_09_06,757.bmp	7,009887E-1	6,597079E-1	7,518835E-3	7,112750E-3	-9,331032E-3	-1,056144E-2	1,385405E+0	1,385905E+0
20220916 11:09:12,758	c_0_027_20220916_11_09_12,758.bmp	7,086231E-1	6,800785E-1	6,245971E-3	5,836756E-3	3,389540E-3	2,187256E-3	1,385405E+0	1,383347E+0
20220916 11:09:18,758	c_0_028_20220916_11_09_18,758.bmp	7,098955E-1	6,966295E-1	2,427377E-3	1,094073E-2	3,389540E-3	-5,461963E-3	1,387954E+0	1,388463E+0
20220916 11:09:24,761	c_0_029_20220916_11_09_24,761.bmp	6,513650E-1	7,195464E-1	3,700242E-3	1,094073E-2	5,933654E-3	-5,461963E-3	1,385405E+0	1,388463E+0
20220916 11:09:30,762	c_0_030_20220916_11_09_30,762.bmp	6,437306E-1	7,335511E-1	1,006456E-2	1,349272E-2	-1,696338E-2	-1,566092E-2	1,395599E+0	1,396136E+0
20220916 11:09:36,762	c_0_031_20220916_11_09_36,762.bmp	6,488202E-1	7,551948E-1	4,973106E-3	1,094073E-2	-6,786918E-3	-1,566092E-2	1,390502E+0	1,388463E+0
20220916 11:09:42,765	c_0_032_20220916_11_09_42,765.bmp	6,539098E-1	7,755654E-1	1,006456E-2	1,094073E-2	8,454256E-4	-5,461963E-3	1,390502E+0	1,385905E+0
20220916 11:09:48,765	c_0_033_20220916_11_09_48,765.bmp	6,717234E-1	8,010286E-1	2,427377E-3	7,112750E-3	3,389540E-3	-5,461963E-3	1,382857E+0	1,388463E+0
20220916 11:09:54,767	c_0_034_20220916_11_09_54,767.bmp	6,780855E-1	8,175796E-1	8,791700E-3	1,094073E-2	-4,242803E-3	-5,461963E-3	1,387954E+0	1,383347E+0
20220916 11:10:00,768	c_0_035_20220916_11_10_00,768.bmp	6,984439E-1	8,366770E-1	7,518835E-3	1,094073E-2	8,454256E-4	-2,331014E-2	1,390502E+0	1,396136E+0
20220916 11:10:06,769	c_0_036_20220916_11_10_06,769.bmp	7,162576E-1	8,557744E-1	4,973106E-3	1,349272E-2	-6,786918E-3	-1,056144E-2	1,390502E+0	1,396136E+0
20220916 11:10:12,770	c_0_037_20220916_11_10_12,770.bmp	7,277092E-1	8,761449E-1	6,245971E-3	1,094073E-2	-6,786918E-3	-8,011703E-3	1,387954E+0	1,385905E+0
20220916 11:10:18,773	c_0_038_20220916_11_10_18,773.bmp	7,480676E-1	8,926960E-1	1,006456E-2	1,221673E-2	-9,331032E-3	-1,056144E-2	1,395599E+0	1,393578E+0
20220916 11:10:24,777	c_0_039_20220916_11_10_24,777.bmp	7,646089E-1	9,168860E-1	7,518835E-3	1,094073E-2	-2,459572E-2	-1,311118E-2	1,390502E+0	1,393578E+0
20220916 11:10:30,778	c_0_040_20220916_11_10_30,778.bmp	7,786053E-1	9,398029E-1	7,518835E-3	7,112750E-3	1,356600E-2	-3,624835E-4	1,382857E+0	1,383347E+0
20220916 11:10:36,779	c_0_041_20220916_11_10_36,779.bmp	7,938742E-1	9,563539E-1	8,791700E-3	1,094073E-2	-1,187515E-2	-5,461963E-3	1,387954E+0	1,388463E+0
20220916 11:10:42,782	c_0_042_20220916_11_10_42,782.bmp	8,116878E-1	9,754513E-1	8,791700E-3	1,094073E-2	-1,696338E-2	2,187256E-3	1,398148E+0	1,388463E+0
20220916 11:10:48,783	c_0_043_20220916_11_10_48,783.bmp	8,295015E-1	9,983682E-1	7,518835E-3	1,094073E-2	3,389540E-3	-1,056144E-2	1,387954E+0	1,396136E+0
20220916 11:10:54,785	c_0_044_20220916_11_10_54,785.bmp	8,460427E-1	1,017466E+0	6,245971E-3	1,349272E-2	-6,786918E-3	-1,056144E-2	1,390502E+0	1,396136E+0
20220916 11:11:00,788	c_0_045_20220916_11_11_00,788.bmp	8,613116E-1	1,040382E+0	4,973106E-3	7,112750E-3	-4,242803E-3	9,836476E-3	1,382857E+0	1,383347E+0
20220916 11:11:06,788	c_0_046_20220916_11_11_06,788.bmp	8,816700E-1	1,055660E+0	7,518835E-3	1,094073E-2	-1,187515E-2	-1,056144E-2	1,387954E+0	1,388463E+0
20220916 11:11:12,789	c_0_047_20220916_11_11_12,789.bmp	8,918492E-1	1,079850E+0	6,245971E-3	7,112750E-3	-9,331032E-3	-3,624835E-4	1,382857E+0	1,385905E+0
20220916 11:11:18,790	c_0_048_20220916_11_11_18,790.bmp	9,122077E-1	1,098948E+0	3,700242E-3	7,112750E-3	5,933654E-3	4,736996E-3	1,382857E+0	1,383347E+0
